codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
78,2025-06-03,NXM-72273-96,Leche,120,UNI,3
87,2025-06-03,YZK-06087-98,Pan,79,UNI,3
80,2025-06-03,SZJ-76414-24,Arroz,0,PAQ,3
77,2025-06-03,LEK-96807-82,Azúcar,45,UNI,3
76,2025-06-03,GET-58791-09,Aceite,10,PAQ,3
80,2025-06-03,HGA-86693-42,Harina,0,PAQ,3
97,2025-06-03,FHG-40571-57,Sal,6,PAQ,3
76,2025-06-03,BWL-77714-70,Café,12,PAQ,3
93,2025-06-03,PQX-59844-04,Té,7,UNI,3
91,2025-06-03,ORZ-56803-77,Galletas,18,PAQ,3
