codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
96,2025-05-08,NXM-72273-96,Leche,0,PAQ,3
80,2025-05-08,YZK-06087-98,Pan,3,PAQ,3
76,2025-05-08,SZJ-76414-24,Arroz,33,UNI,3
81,2025-05-08,LEK-96807-82,Azúcar,13,UNI,3
89,2025-05-08,GET-58791-09,Aceite,8,UNI,3
92,2025-05-08,HGA-86693-42,Harina,0,PAQ,3
77,2025-05-08,FHG-40571-57,Sal,0,PAQ,3
86,2025-05-08,BWL-77714-70,Café,0,PAQ,3
90,2025-05-08,PQX-59844-04,Té,12,PAQ,3
82,2025-05-08,ORZ-56803-77,Galletas,2,PAQ,3
