codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
87,2025-05-02,NXM-72273-96,Leche,0,UNI,3
97,2025-05-02,YZK-06087-98,Pan,27,UNI,3
91,2025-05-02,SZJ-76414-24,Arroz,28,UNI,3
96,2025-05-02,LEK-96807-82,Azúcar,3,PAQ,3
90,2025-05-02,GET-58791-09,Aceite,0,PAQ,3
86,2025-05-02,HGA-86693-42,Harina,31,UNI,3
99,2025-05-02,FHG-40571-57,Sal,0,PAQ,3
90,2025-05-02,BWL-77714-70,Café,6,UNI,3
81,2025-05-02,PQX-59844-04,Té,0,UNI,3
94,2025-05-02,ORZ-56803-77,Galletas,0,PAQ,3
