codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
91,2025-05-23,NXM-72273-96,Leche,0,PAQ,3
97,2025-05-23,YZK-06087-98,Pan,26,PAQ,3
87,2025-05-23,SZJ-76414-24,Arroz,1,PAQ,3
95,2025-05-23,LEK-96807-82,Azúcar,59,UNI,3
88,2025-05-23,GET-58791-09,Aceite,15,UNI,3
81,2025-05-23,HGA-86693-42,Harina,0,PAQ,3
81,2025-05-23,FHG-40571-57,Sal,23,PAQ,3
93,2025-05-23,BWL-77714-70,Café,0,PAQ,3
83,2025-05-23,PQX-59844-04,Té,0,UNI,3
77,2025-05-23,ORZ-56803-77,Galletas,9,PAQ,3
