codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
100,2025-05-14,NXM-72273-96,Leche,10,PAQ,3
99,2025-05-14,YZK-06087-98,Pan,16,PAQ,3
94,2025-05-14,SZJ-76414-24,Arroz,25,UNI,3
93,2025-05-14,LEK-96807-82,Azúcar,30,UNI,3
97,2025-05-14,GET-58791-09,Aceite,0,PAQ,3
91,2025-05-14,HGA-86693-42,Harina,59,UNI,3
81,2025-05-14,FHG-40571-57,Sal,49,UNI,3
85,2025-05-14,BWL-77714-70,Café,6,PAQ,3
84,2025-05-14,PQX-59844-04,Té,10,PAQ,3
90,2025-05-14,ORZ-56803-77,Galletas,1,UNI,3
