codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
87,2025-06-07,NXM-72273-96,Leche,7,PAQ,3
86,2025-06-07,YZK-06087-98,Pan,30,UNI,3
84,2025-06-07,SZJ-76414-24,Arroz,61,UNI,3
100,2025-06-07,LEK-96807-82,Azúcar,121,UNI,3
92,2025-06-07,GET-58791-09,Aceite,24,PAQ,3
81,2025-06-07,HGA-86693-42,Harina,38,PAQ,3
83,2025-06-07,FHG-40571-57,Sal,12,UNI,3
88,2025-06-07,BWL-77714-70,Café,55,UNI,3
96,2025-06-07,PQX-59844-04,Té,6,PAQ,3
81,2025-06-07,ORZ-56803-77,Galletas,18,PAQ,3
