codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
99,2025-05-11,NXM-72273-96,Leche,0,UNI,3
82,2025-05-11,YZK-06087-98,Pan,13,PAQ,3
78,2025-05-11,SZJ-76414-24,Arroz,4,PAQ,3
77,2025-05-11,LEK-96807-82,Azúcar,26,UNI,3
79,2025-05-11,GET-58791-09,Aceite,0,PAQ,3
88,2025-05-11,HGA-86693-42,Harina,10,PAQ,3
80,2025-05-11,FHG-40571-57,Sal,0,PAQ,3
77,2025-05-11,BWL-77714-70,Café,1,UNI,3
91,2025-05-11,PQX-59844-04,Té,63,UNI,3
77,2025-05-11,ORZ-56803-77,Galletas,17,UNI,3
