codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
80,2025-05-01,NXM-72273-96,Leche,0,PAQ,3
78,2025-05-01,YZK-06087-98,Pan,0,UNI,3
76,2025-05-01,SZJ-76414-24,Arroz,0,PAQ,3
80,2025-05-01,LEK-96807-82,Azúcar,0,PAQ,3
85,2025-05-01,GET-58791-09,Aceite,5,PAQ,3
100,2025-05-01,HGA-86693-42,Harina,33,UNI,3
76,2025-05-01,FHG-40571-57,Sal,12,UNI,3
93,2025-05-01,BWL-77714-70,Café,8,UNI,3
100,2025-05-01,PQX-59844-04,Té,0,PAQ,3
91,2025-05-01,ORZ-56803-77,Galletas,4,PAQ,3
