codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
96,2025-05-25,NXM-72273-96,Leche,19,UNI,3
89,2025-05-25,YZK-06087-98,Pan,4,PAQ,3
80,2025-05-25,SZJ-76414-24,Arroz,72,UNI,3
93,2025-05-25,LEK-96807-82,Azúcar,56,UNI,3
83,2025-05-25,GET-58791-09,Aceite,34,PAQ,3
76,2025-05-25,HGA-86693-42,Harina,16,UNI,3
98,2025-05-25,FHG-40571-57,Sal,5,PAQ,3
98,2025-05-25,BWL-77714-70,Café,73,UNI,3
77,2025-05-25,PQX-59844-04,Té,34,PAQ,3
84,2025-05-25,ORZ-56803-77,Galletas,11,PAQ,3
