codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
93,2025-04-26,NXM-72273-96,Leche,0,PAQ,3
95,2025-04-26,YZK-06087-98,Pan,0,PAQ,3
98,2025-04-26,SZJ-76414-24,Arroz,0,PAQ,3
80,2025-04-26,LEK-96807-82,Azúcar,0,PAQ,3
80,2025-04-26,GET-58791-09,Aceite,0,PAQ,3
81,2025-04-26,HGA-86693-42,Harina,1,PAQ,3
84,2025-04-26,FHG-40571-57,Sal,18,UNI,3
94,2025-04-26,BWL-77714-70,Café,9,PAQ,3
84,2025-04-26,PQX-59844-04,Té,7,UNI,3
77,2025-04-26,ORZ-56803-77,Galletas,0,PAQ,3
