codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
79,2025-05-15,NXM-72273-96,Leche,7,PAQ,3
78,2025-05-15,YZK-06087-98,Pan,9,PAQ,3
77,2025-05-15,SZJ-76414-24,Arroz,24,UNI,3
99,2025-05-15,LEK-96807-82,Azúcar,59,UNI,3
97,2025-05-15,GET-58791-09,Aceite,0,PAQ,3
86,2025-05-15,HGA-86693-42,Harina,18,UNI,3
100,2025-05-15,FHG-40571-57,Sal,18,PAQ,3
92,2025-05-15,BWL-77714-70,Café,0,PAQ,3
79,2025-05-15,PQX-59844-04,Té,22,PAQ,3
78,2025-05-15,ORZ-56803-77,Galletas,52,UNI,3
