codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
93,2025-05-29,NXM-72273-96,Leche,7,PAQ,3
86,2025-05-29,YZK-06087-98,Pan,9,PAQ,3
87,2025-05-29,SZJ-76414-24,Arroz,0,PAQ,3
79,2025-05-29,LEK-96807-82,Azúcar,14,PAQ,3
83,2025-05-29,GET-58791-09,Aceite,121,UNI,3
90,2025-05-29,HGA-86693-42,Harina,0,PAQ,3
93,2025-05-29,FHG-40571-57,Sal,10,PAQ,3
90,2025-05-29,BWL-77714-70,Café,83,UNI,3
97,2025-05-29,PQX-59844-04,Té,91,UNI,3
93,2025-05-29,ORZ-56803-77,Galletas,12,PAQ,3
