codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
95,2025-06-09,NXM-72273-96,Leche,101,UNI,3
87,2025-06-09,YZK-06087-98,Pan,2,PAQ,3
89,2025-06-09,SZJ-76414-24,Arroz,0,PAQ,3
76,2025-06-09,LEK-96807-82,Azúcar,25,PAQ,3
97,2025-06-09,GET-58791-09,Aceite,57,UNI,3
88,2025-06-09,HGA-86693-42,Harina,35,UNI,3
91,2025-06-09,FHG-40571-57,Sal,16,PAQ,3
99,2025-06-09,BWL-77714-70,Café,28,PAQ,3
80,2025-06-09,PQX-59844-04,Té,34,PAQ,3
82,2025-06-09,ORZ-56803-77,Galletas,27,UNI,3
