codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
83,2025-04-28,NXM-72273-96,Leche,0,PAQ,3
92,2025-04-28,YZK-06087-98,Pan,0,PAQ,3
86,2025-04-28,SZJ-76414-24,Arroz,0,UNI,3
79,2025-04-28,LEK-96807-82,Azúcar,0,PAQ,3
87,2025-04-28,GET-58791-09,Aceite,0,PAQ,3
92,2025-04-28,HGA-86693-42,Harina,24,UNI,3
94,2025-04-28,FHG-40571-57,Sal,2,PAQ,3
96,2025-04-28,BWL-77714-70,Café,0,UNI,3
100,2025-04-28,PQX-59844-04,Té,0,UNI,3
80,2025-04-28,ORZ-56803-77,Galletas,0,PAQ,3
