codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
80,2025-05-20,NXM-72273-96,Leche,0,PAQ,3
77,2025-05-20,YZK-06087-98,Pan,2,UNI,3
77,2025-05-20,SZJ-76414-24,Arroz,6,PAQ,3
96,2025-05-20,LEK-96807-82,Azúcar,14,UNI,3
88,2025-05-20,GET-58791-09,Aceite,5,PAQ,3
90,2025-05-20,HGA-86693-42,Harina,87,UNI,3
82,2025-05-20,FHG-40571-57,Sal,22,UNI,3
96,2025-05-20,BWL-77714-70,Café,0,UNI,3
82,2025-05-20,PQX-59844-04,Té,18,UNI,3
97,2025-05-20,ORZ-56803-77,Galletas,15,UNI,3
