codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
85,2025-05-19,NXM-72273-96,Leche,76,UNI,3
93,2025-05-19,YZK-06087-98,Pan,22,UNI,3
91,2025-05-19,SZJ-76414-24,Arroz,54,UNI,3
98,2025-05-19,LEK-96807-82,Azúcar,9,PAQ,3
94,2025-05-19,GET-58791-09,Aceite,11,PAQ,3
91,2025-05-19,HGA-86693-42,Harina,0,PAQ,3
84,2025-05-19,FHG-40571-57,Sal,29,UNI,3
86,2025-05-19,BWL-77714-70,Café,9,UNI,3
95,2025-05-19,PQX-59844-04,Té,6,PAQ,3
85,2025-05-19,ORZ-56803-77,Galletas,43,UNI,3
