codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
90,2025-05-10,NXM-72273-96,Leche,46,UNI,3
78,2025-05-10,YZK-06087-98,Pan,0,PAQ,3
94,2025-05-10,SZJ-76414-24,Arroz,22,UNI,3
78,2025-05-10,LEK-96807-82,Azúcar,45,UNI,3
98,2025-05-10,GET-58791-09,Aceite,9,PAQ,3
81,2025-05-10,HGA-86693-42,Harina,26,UNI,3
77,2025-05-10,FHG-40571-57,Sal,36,UNI,3
86,2025-05-10,BWL-77714-70,Café,18,PAQ,3
89,2025-05-10,PQX-59844-04,Té,0,UNI,3
79,2025-05-10,ORZ-56803-77,Galletas,6,PAQ,3
