codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
78,2025-05-27,NXM-72273-96,Leche,88,UNI,3
92,2025-05-27,YZK-06087-98,Pan,115,UNI,3
88,2025-05-27,SZJ-76414-24,Arroz,63,UNI,3
81,2025-05-27,LEK-96807-82,Azúcar,0,PAQ,3
85,2025-05-27,GET-58791-09,Aceite,69,UNI,3
100,2025-05-27,HGA-86693-42,Harina,5,PAQ,3
94,2025-05-27,FHG-40571-57,Sal,84,UNI,3
85,2025-05-27,BWL-77714-70,Café,120,UNI,3
92,2025-05-27,PQX-59844-04,Té,16,PAQ,3
87,2025-05-27,ORZ-56803-77,Galletas,66,UNI,3
