codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
99,2025-05-03,NXM-72273-96,Leche,21,UNI,3
100,2025-05-03,YZK-06087-98,Pan,0,UNI,3
100,2025-05-03,SZJ-76414-24,Arroz,6,PAQ,3
100,2025-05-03,LEK-96807-82,Azúcar,42,UNI,3
86,2025-05-03,GET-58791-09,Aceite,0,PAQ,3
88,2025-05-03,HGA-86693-42,Harina,33,UNI,3
97,2025-05-03,FHG-40571-57,Sal,0,PAQ,3
88,2025-05-03,BWL-77714-70,Café,3,UNI,3
86,2025-05-03,PQX-59844-04,Té,0,PAQ,3
94,2025-05-03,ORZ-56803-77,Galletas,0,PAQ,3
