codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
81,2025-05-04,NXM-72273-96,Leche,0,PAQ,3
91,2025-05-04,YZK-06087-98,Pan,0,UNI,3
89,2025-05-04,SZJ-76414-24,Arroz,7,UNI,3
83,2025-05-04,LEK-96807-82,Azúcar,23,UNI,3
77,2025-05-04,GET-58791-09,Aceite,0,PAQ,3
84,2025-05-04,HGA-86693-42,Harina,0,PAQ,3
80,2025-05-04,FHG-40571-57,Sal,29,UNI,3
93,2025-05-04,BWL-77714-70,Café,0,PAQ,3
92,2025-05-04,PQX-59844-04,Té,41,UNI,3
92,2025-05-04,ORZ-56803-77,Galletas,46,UNI,3
