codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
77,2025-05-28,NXM-72273-96,Leche,14,PAQ,3
93,2025-05-28,YZK-06087-98,Pan,10,PAQ,3
100,2025-05-28,SZJ-76414-24,Arroz,35,PAQ,3
94,2025-05-28,LEK-96807-82,Azúcar,105,UNI,3
86,2025-05-28,GET-58791-09,Aceite,11,PAQ,3
88,2025-05-28,HGA-86693-42,Harina,113,UNI,3
84,2025-05-28,FHG-40571-57,Sal,118,UNI,3
97,2025-05-28,BWL-77714-70,Café,1,PAQ,3
85,2025-05-28,PQX-59844-04,Té,33,UNI,3
99,2025-05-28,ORZ-56803-77,Galletas,57,UNI,3
