codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
96,2025-06-01,NXM-72273-96,Leche,25,PAQ,3
96,2025-06-01,YZK-06087-98,Pan,3,PAQ,3
97,2025-06-01,SZJ-76414-24,Arroz,75,UNI,3
95,2025-06-01,LEK-96807-82,Azúcar,6,PAQ,3
86,2025-06-01,GET-58791-09,Aceite,63,UNI,3
93,2025-06-01,HGA-86693-42,Harina,32,UNI,3
77,2025-06-01,FHG-40571-57,Sal,55,UNI,3
82,2025-06-01,BWL-77714-70,Café,0,PAQ,3
88,2025-06-01,PQX-59844-04,Té,20,UNI,3
78,2025-06-01,ORZ-56803-77,Galletas,11,PAQ,3
