codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
93,2025-05-21,NXM-72273-96,Leche,62,UNI,3
100,2025-05-21,YZK-06087-98,Pan,14,UNI,3
76,2025-05-21,SZJ-76414-24,Arroz,0,PAQ,3
78,2025-05-21,LEK-96807-82,Azúcar,24,PAQ,3
85,2025-05-21,GET-58791-09,Aceite,13,PAQ,3
91,2025-05-21,HGA-86693-42,Harina,1,PAQ,3
98,2025-05-21,FHG-40571-57,Sal,31,UNI,3
87,2025-05-21,BWL-77714-70,Café,4,PAQ,3
86,2025-05-21,PQX-59844-04,Té,2,PAQ,3
80,2025-05-21,ORZ-56803-77,Galletas,39,UNI,3
