codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
88,2025-05-09,NXM-72273-96,Leche,0,PAQ,3
96,2025-05-09,YZK-06087-98,Pan,56,UNI,3
94,2025-05-09,SZJ-76414-24,Arroz,15,PAQ,3
79,2025-05-09,LEK-96807-82,Azúcar,0,PAQ,3
84,2025-05-09,GET-58791-09,Aceite,13,UNI,3
84,2025-05-09,HGA-86693-42,Harina,0,PAQ,3
85,2025-05-09,FHG-40571-57,Sal,0,PAQ,3
86,2025-05-09,BWL-77714-70,Café,40,UNI,3
85,2025-05-09,PQX-59844-04,Té,0,PAQ,3
89,2025-05-09,ORZ-56803-77,Galletas,0,PAQ,3
