codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
91,2025-06-10,NXM-72273-96,Leche,82,UNI,3
84,2025-06-10,YZK-06087-98,Pan,80,UNI,3
97,2025-06-10,SZJ-76414-24,Arroz,158,UNI,3
98,2025-06-10,LEK-96807-82,Azúcar,8,PAQ,3
95,2025-06-10,GET-58791-09,Aceite,35,UNI,3
83,2025-06-10,HGA-86693-42,Harina,131,UNI,3
79,2025-06-10,FHG-40571-57,Sal,107,UNI,3
82,2025-06-10,BWL-77714-70,Café,27,PAQ,3
79,2025-06-10,PQX-59844-04,Té,22,PAQ,3
95,2025-06-10,ORZ-56803-77,Galletas,13,UNI,3
