codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
88,2025-04-27,NXM-72273-96,Leche,0,PAQ,3
95,2025-04-27,YZK-06087-98,Pan,5,UNI,3
77,2025-04-27,SZJ-76414-24,Arroz,0,PAQ,3
89,2025-04-27,LEK-96807-82,Azúcar,6,UNI,3
85,2025-04-27,GET-58791-09,Aceite,0,PAQ,3
82,2025-04-27,HGA-86693-42,Harina,0,PAQ,3
84,2025-04-27,FHG-40571-57,Sal,9,UNI,3
96,2025-04-27,BWL-77714-70,Café,0,UNI,3
93,2025-04-27,PQX-59844-04,Té,0,PAQ,3
83,2025-04-27,ORZ-56803-77,Galletas,0,PAQ,3
