codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
85,2025-05-30,NXM-72273-96,Leche,2,PAQ,3
78,2025-05-30,YZK-06087-98,Pan,62,UNI,3
79,2025-05-30,SZJ-76414-24,Arroz,96,UNI,3
91,2025-05-30,LEK-96807-82,Azúcar,2,PAQ,3
81,2025-05-30,GET-58791-09,Aceite,117,UNI,3
96,2025-05-30,HGA-86693-42,Harina,4,PAQ,3
94,2025-05-30,FHG-40571-57,Sal,2,PAQ,3
78,2025-05-30,BWL-77714-70,Café,19,PAQ,3
88,2025-05-30,PQX-59844-04,Té,84,UNI,3
77,2025-05-30,ORZ-56803-77,Galletas,4,PAQ,3
