codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
77,2025-05-18,NXM-72273-96,Leche,26,UNI,3
83,2025-05-18,YZK-06087-98,Pan,10,PAQ,3
98,2025-05-18,SZJ-76414-24,Arroz,29,UNI,3
88,2025-05-18,LEK-96807-82,Azúcar,10,UNI,3
79,2025-05-18,GET-58791-09,Aceite,0,PAQ,3
83,2025-05-18,HGA-86693-42,Harina,7,PAQ,3
87,2025-05-18,FHG-40571-57,Sal,16,PAQ,3
76,2025-05-18,BWL-77714-70,Café,9,PAQ,3
88,2025-05-18,PQX-59844-04,Té,68,UNI,3
79,2025-05-18,ORZ-56803-77,Galletas,38,UNI,3
