codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
144,2025-05-04,NXM-72273-96,Leche,0,PAQ,5
132,2025-05-04,YZK-06087-98,Pan,0,UNI,5
128,2025-05-04,SZJ-76414-24,Arroz,34,UNI,5
129,2025-05-04,LEK-96807-82,Azúcar,42,UNI,5
140,2025-05-04,GET-58791-09,Aceite,21,UNI,5
138,2025-05-04,HGA-86693-42,Harina,0,PAQ,5
143,2025-05-04,FHG-40571-57,Sal,12,UNI,5
144,2025-05-04,BWL-77714-70,Café,6,PAQ,5
142,2025-05-04,PQX-59844-04,Té,2,PAQ,5
136,2025-05-04,ORZ-56803-77,Galletas,3,UNI,5
