codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
139,2025-04-23,NXM-72273-96,Leche,0,PAQ,5
146,2025-04-23,YZK-06087-98,Pan,0,PAQ,5
127,2025-04-23,SZJ-76414-24,Arroz,0,UNI,5
139,2025-04-23,LEK-96807-82,Azúcar,6,UNI,5
145,2025-04-23,GET-58791-09,Aceite,0,PAQ,5
140,2025-04-23,HGA-86693-42,Harina,3,PAQ,5
148,2025-04-23,FHG-40571-57,Sal,0,PAQ,5
129,2025-04-23,BWL-77714-70,Café,0,PAQ,5
147,2025-04-23,PQX-59844-04,Té,2,PAQ,5
134,2025-04-23,ORZ-56803-77,Galletas,0,PAQ,5
