codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
144,2025-06-02,NXM-72273-96,Leche,0,PAQ,5
129,2025-06-02,YZK-06087-98,Pan,110,UNI,5
132,2025-06-02,SZJ-76414-24,Arroz,34,PAQ,5
133,2025-06-02,LEK-96807-82,Azúcar,26,PAQ,5
150,2025-06-02,GET-58791-09,Aceite,68,UNI,5
147,2025-06-02,HGA-86693-42,Harina,29,PAQ,5
126,2025-06-02,FHG-40571-57,Sal,48,UNI,5
135,2025-06-02,BWL-77714-70,Café,90,UNI,5
143,2025-06-02,PQX-59844-04,Té,18,UNI,5
139,2025-06-02,ORZ-56803-77,Galletas,60,UNI,5
