codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
142,2025-06-08,NXM-72273-96,Leche,26,PAQ,5
146,2025-06-08,YZK-06087-98,Pan,44,UNI,5
138,2025-06-08,SZJ-76414-24,Arroz,7,PAQ,5
146,2025-06-08,LEK-96807-82,Azúcar,84,UNI,5
148,2025-06-08,GET-58791-09,Aceite,106,UNI,5
141,2025-06-08,HGA-86693-42,Harina,11,UNI,5
142,2025-06-08,FHG-40571-57,Sal,19,UNI,5
140,2025-06-08,BWL-77714-70,Café,7,PAQ,5
149,2025-06-08,PQX-59844-04,Té,5,PAQ,5
144,2025-06-08,ORZ-56803-77,Galletas,28,PAQ,5
