codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
140,2025-05-25,NXM-72273-96,Leche,78,UNI,5
126,2025-05-25,YZK-06087-98,Pan,33,PAQ,5
132,2025-05-25,SZJ-76414-24,Arroz,107,UNI,5
126,2025-05-25,LEK-96807-82,Azúcar,82,UNI,5
129,2025-05-25,GET-58791-09,Aceite,63,UNI,5
144,2025-05-25,HGA-86693-42,Harina,50,UNI,5
127,2025-05-25,FHG-40571-57,Sal,86,UNI,5
134,2025-05-25,BWL-77714-70,Café,18,PAQ,5
142,2025-05-25,PQX-59844-04,Té,19,PAQ,5
144,2025-05-25,ORZ-56803-77,Galletas,5,PAQ,5
