codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
147,2025-06-03,NXM-72273-96,Leche,81,UNI,5
142,2025-06-03,YZK-06087-98,Pan,59,UNI,5
126,2025-06-03,SZJ-76414-24,Arroz,125,UNI,5
142,2025-06-03,LEK-96807-82,Azúcar,81,UNI,5
134,2025-06-03,GET-58791-09,Aceite,5,PAQ,5
150,2025-06-03,HGA-86693-42,Harina,1,PAQ,5
131,2025-06-03,FHG-40571-57,Sal,19,PAQ,5
149,2025-06-03,BWL-77714-70,Café,89,UNI,5
142,2025-06-03,PQX-59844-04,Té,66,UNI,5
146,2025-06-03,ORZ-56803-77,Galletas,0,PAQ,5
