codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
146,2025-06-11,NXM-72273-96,Leche,100,UNI,5
141,2025-06-11,YZK-06087-98,Pan,26,PAQ,5
132,2025-06-11,SZJ-76414-24,Arroz,27,PAQ,5
133,2025-06-11,LEK-96807-82,Azúcar,111,UNI,5
149,2025-06-11,GET-58791-09,Aceite,39,UNI,5
131,2025-06-11,HGA-86693-42,Harina,3,PAQ,5
146,2025-06-11,FHG-40571-57,Sal,16,PAQ,5
149,2025-06-11,BWL-77714-70,Café,149,UNI,5
130,2025-06-11,PQX-59844-04,Té,22,PAQ,5
143,2025-06-11,ORZ-56803-77,Galletas,30,PAQ,5
