codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
137,2025-06-07,NXM-72273-96,Leche,97,UNI,5
145,2025-06-07,YZK-06087-98,Pan,30,PAQ,5
128,2025-06-07,SZJ-76414-24,Arroz,59,UNI,5
136,2025-06-07,LEK-96807-82,Azúcar,21,PAQ,5
135,2025-06-07,GET-58791-09,Aceite,3,PAQ,5
139,2025-06-07,HGA-86693-42,Harina,97,UNI,5
131,2025-06-07,FHG-40571-57,Sal,118,UNI,5
150,2025-06-07,BWL-77714-70,Café,114,UNI,5
138,2025-06-07,PQX-59844-04,Té,1,UNI,5
133,2025-06-07,ORZ-56803-77,Galletas,32,UNI,5
