codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
147,2025-06-01,NXM-72273-96,Leche,18,PAQ,5
146,2025-06-01,YZK-06087-98,Pan,34,UNI,5
142,2025-06-01,SZJ-76414-24,Arroz,19,PAQ,5
126,2025-06-01,LEK-96807-82,Azúcar,6,PAQ,5
131,2025-06-01,GET-58791-09,Aceite,81,UNI,5
134,2025-06-01,HGA-86693-42,Harina,50,UNI,5
130,2025-06-01,FHG-40571-57,Sal,26,PAQ,5
143,2025-06-01,BWL-77714-70,Café,50,UNI,5
149,2025-06-01,PQX-59844-04,Té,33,UNI,5
129,2025-06-01,ORZ-56803-77,Galletas,14,PAQ,5
