codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
138,2025-04-25,NXM-72273-96,Leche,0,PAQ,5
136,2025-04-25,YZK-06087-98,Pan,0,PAQ,5
146,2025-04-25,SZJ-76414-24,Arroz,0,PAQ,5
130,2025-04-25,LEK-96807-82,Azúcar,6,UNI,5
139,2025-04-25,GET-58791-09,Aceite,0,UNI,5
139,2025-04-25,HGA-86693-42,Harina,0,PAQ,5
133,2025-04-25,FHG-40571-57,Sal,0,UNI,5
140,2025-04-25,BWL-77714-70,Café,0,UNI,5
129,2025-04-25,PQX-59844-04,Té,0,PAQ,5
132,2025-04-25,ORZ-56803-77,Galletas,0,PAQ,5
