codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
138,2025-05-10,NXM-72273-96,Leche,6,PAQ,5
145,2025-05-10,YZK-06087-98,Pan,6,UNI,5
126,2025-05-10,SZJ-76414-24,Arroz,5,UNI,5
142,2025-05-10,LEK-96807-82,Azúcar,0,PAQ,5
136,2025-05-10,GET-58791-09,Aceite,0,PAQ,5
147,2025-05-10,HGA-86693-42,Harina,3,PAQ,5
126,2025-05-10,FHG-40571-57,Sal,0,UNI,5
143,2025-05-10,BWL-77714-70,Café,0,PAQ,5
134,2025-05-10,PQX-59844-04,Té,0,PAQ,5
147,2025-05-10,ORZ-56803-77,Galletas,14,UNI,5
