codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
142,2025-05-21,NXM-72273-96,Leche,18,PAQ,5
137,2025-05-21,YZK-06087-98,Pan,54,UNI,5
132,2025-05-21,SZJ-76414-24,Arroz,77,UNI,5
144,2025-05-21,LEK-96807-82,Azúcar,100,UNI,5
148,2025-05-21,GET-58791-09,Aceite,5,UNI,5
129,2025-05-21,HGA-86693-42,Harina,38,UNI,5
143,2025-05-21,FHG-40571-57,Sal,37,UNI,5
136,2025-05-21,BWL-77714-70,Café,13,PAQ,5
139,2025-05-21,PQX-59844-04,Té,1,PAQ,5
134,2025-05-21,ORZ-56803-77,Galletas,18,UNI,5
