codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
133,2025-05-14,NXM-72273-96,Leche,74,UNI,5
149,2025-05-14,YZK-06087-98,Pan,26,UNI,5
145,2025-05-14,SZJ-76414-24,Arroz,17,PAQ,5
132,2025-05-14,LEK-96807-82,Azúcar,2,PAQ,5
127,2025-05-14,GET-58791-09,Aceite,72,UNI,5
142,2025-05-14,HGA-86693-42,Harina,31,UNI,5
129,2025-05-14,FHG-40571-57,Sal,26,UNI,5
146,2025-05-14,BWL-77714-70,Café,0,PAQ,5
130,2025-05-14,PQX-59844-04,Té,4,PAQ,5
133,2025-05-14,ORZ-56803-77,Galletas,0,PAQ,5
