codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
148,2025-06-10,NXM-72273-96,Leche,48,UNI,5
141,2025-06-10,YZK-06087-98,Pan,0,PAQ,5
133,2025-06-10,SZJ-76414-24,Arroz,2,PAQ,5
148,2025-06-10,LEK-96807-82,Azúcar,17,PAQ,5
141,2025-06-10,GET-58791-09,Aceite,94,UNI,5
146,2025-06-10,HGA-86693-42,Harina,5,PAQ,5
143,2025-06-10,FHG-40571-57,Sal,22,PAQ,5
136,2025-06-10,BWL-77714-70,Café,26,PAQ,5
126,2025-06-10,PQX-59844-04,Té,48,UNI,5
139,2025-06-10,ORZ-56803-77,Galletas,37,PAQ,5
