codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
141,2025-06-09,NXM-72273-96,Leche,18,PAQ,5
137,2025-06-09,YZK-06087-98,Pan,78,UNI,5
134,2025-06-09,SZJ-76414-24,Arroz,15,PAQ,5
135,2025-06-09,LEK-96807-82,Azúcar,60,UNI,5
126,2025-06-09,GET-58791-09,Aceite,34,PAQ,5
132,2025-06-09,HGA-86693-42,Harina,139,UNI,5
128,2025-06-09,FHG-40571-57,Sal,8,PAQ,5
129,2025-06-09,BWL-77714-70,Café,123,UNI,5
128,2025-06-09,PQX-59844-04,Té,160,UNI,5
136,2025-06-09,ORZ-56803-77,Galletas,18,UNI,5
