codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
135,2025-05-24,NXM-72273-96,Leche,3,PAQ,5
138,2025-05-24,YZK-06087-98,Pan,0,PAQ,5
143,2025-05-24,SZJ-76414-24,Arroz,4,PAQ,5
135,2025-05-24,LEK-96807-82,Azúcar,41,UNI,5
140,2025-05-24,GET-58791-09,Aceite,17,PAQ,5
143,2025-05-24,HGA-86693-42,Harina,3,PAQ,5
140,2025-05-24,FHG-40571-57,Sal,7,PAQ,5
132,2025-05-24,BWL-77714-70,Café,8,PAQ,5
140,2025-05-24,PQX-59844-04,Té,79,UNI,5
144,2025-05-24,ORZ-56803-77,Galletas,0,PAQ,5
