codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
140,2025-05-27,NXM-72273-96,Leche,12,UNI,5
132,2025-05-27,YZK-06087-98,Pan,20,PAQ,5
138,2025-05-27,SZJ-76414-24,Arroz,7,UNI,5
136,2025-05-27,LEK-96807-82,Azúcar,50,UNI,5
128,2025-05-27,GET-58791-09,Aceite,12,PAQ,5
143,2025-05-27,HGA-86693-42,Harina,7,PAQ,5
150,2025-05-27,FHG-40571-57,Sal,26,PAQ,5
135,2025-05-27,BWL-77714-70,Café,2,PAQ,5
130,2025-05-27,PQX-59844-04,Té,20,UNI,5
129,2025-05-27,ORZ-56803-77,Galletas,2,PAQ,5
