codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
136,2025-04-30,NXM-72273-96,Leche,0,PAQ,5
149,2025-04-30,YZK-06087-98,Pan,3,UNI,5
145,2025-04-30,SZJ-76414-24,Arroz,1,UNI,5
132,2025-04-30,LEK-96807-82,Azúcar,0,PAQ,5
150,2025-04-30,GET-58791-09,Aceite,0,PAQ,5
143,2025-04-30,HGA-86693-42,Harina,0,UNI,5
134,2025-04-30,FHG-40571-57,Sal,0,UNI,5
126,2025-04-30,BWL-77714-70,Café,0,UNI,5
138,2025-04-30,PQX-59844-04,Té,0,PAQ,5
144,2025-04-30,ORZ-56803-77,Galletas,0,UNI,5
