codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
141,2025-05-20,NXM-72273-96,Leche,4,PAQ,5
146,2025-05-20,YZK-06087-98,Pan,12,PAQ,5
128,2025-05-20,SZJ-76414-24,Arroz,13,PAQ,5
132,2025-05-20,LEK-96807-82,Azúcar,8,UNI,5
142,2025-05-20,GET-58791-09,Aceite,88,UNI,5
150,2025-05-20,HGA-86693-42,Harina,13,PAQ,5
138,2025-05-20,FHG-40571-57,Sal,0,PAQ,5
143,2025-05-20,BWL-77714-70,Café,73,UNI,5
142,2025-05-20,PQX-59844-04,Té,6,PAQ,5
134,2025-05-20,ORZ-56803-77,Galletas,56,UNI,5
