codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
146,2025-05-30,NXM-72273-96,Leche,0,PAQ,5
130,2025-05-30,YZK-06087-98,Pan,9,PAQ,5
138,2025-05-30,SZJ-76414-24,Arroz,36,PAQ,5
129,2025-05-30,LEK-96807-82,Azúcar,80,UNI,5
135,2025-05-30,GET-58791-09,Aceite,88,UNI,5
142,2025-05-30,HGA-86693-42,Harina,23,PAQ,5
149,2025-05-30,FHG-40571-57,Sal,5,PAQ,5
149,2025-05-30,BWL-77714-70,Café,16,PAQ,5
128,2025-05-30,PQX-59844-04,Té,1,PAQ,5
132,2025-05-30,ORZ-56803-77,Galletas,1,PAQ,5
