codigo_sucursal,fecha_cierre_comercial,SKU_codigo,SKU_descripcion,Stock_unidades,unidad,n_distribuidor
130,2025-05-28,NXM-72273-96,Leche,115,UNI,5
136,2025-05-28,YZK-06087-98,Pan,44,UNI,5
143,2025-05-28,SZJ-76414-24,Arroz,28,UNI,5
142,2025-05-28,LEK-96807-82,Azúcar,42,UNI,5
139,2025-05-28,GET-58791-09,Aceite,43,UNI,5
138,2025-05-28,HGA-86693-42,Harina,3,UNI,5
143,2025-05-28,FHG-40571-57,Sal,32,UNI,5
128,2025-05-28,BWL-77714-70,Café,0,PAQ,5
142,2025-05-28,PQX-59844-04,Té,0,PAQ,5
145,2025-05-28,ORZ-56803-77,Galletas,0,PAQ,5
