codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
111,2625,2025-05-28,NXM-72273-96,32,16364.85,EFE,4
125,8907,2025-05-28,YZK-06087-98,17,5557.82,EFE,4
122,1329,2025-05-28,SZJ-76414-24,15,8622.84,CEX,4
113,9591,2025-05-28,LEK-96807-82,3,1893.1,EFE,4
103,3628,2025-05-28,GET-58791-09,19,8436.36,CEX,4
109,6780,2025-05-28,HGA-86693-42,22,13116.21,CEX,4
103,5229,2025-05-28,FHG-40571-57,17,5384.76,CEX,4
120,8532,2025-05-28,BWL-77714-70,29,10394.92,EFE,4
120,4299,2025-05-28,PQX-59844-04,39,20356.75,EFE,4
118,3779,2025-05-28,ORZ-56803-77,1,747.21,CEX,4
