codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
102,4794,2025-05-01,NXM-72273-96,38,15844.71,EFE,4
115,4640,2025-05-01,YZK-06087-98,9,2963.24,CEX,4
121,9237,2025-05-01,SZJ-76414-24,17,6044.36,EFE,4
108,4226,2025-05-01,LEK-96807-82,11,7166.91,CEX,4
123,7310,2025-05-01,GET-58791-09,33,10959.46,EFE,4
117,3895,2025-05-01,HGA-86693-42,38,23454.07,EFE,4
119,3963,2025-05-01,FHG-40571-57,3,1802.61,CEX,4
116,4018,2025-05-01,BWL-77714-70,26,17955.28,EFE,4
118,2151,2025-05-01,PQX-59844-04,17,12799.45,EFE,4
117,2888,2025-05-01,ORZ-56803-77,23,10947.77,CEX,4
