codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
106,4147,2025-04-25,NXM-72273-96,4,3010.43,CEX,4
123,9349,2025-04-25,YZK-06087-98,19,15051.47,EFE,4
107,3404,2025-04-25,SZJ-76414-24,2,742.0,CEX,4
104,5223,2025-04-25,LEK-96807-82,7,5025.93,CEX,4
117,4019,2025-04-25,GET-58791-09,32,15474.62,CEX,4
118,8311,2025-04-25,HGA-86693-42,12,4590.22,EFE,4
112,4230,2025-04-25,FHG-40571-57,1,644.48,EFE,4
123,9926,2025-04-25,BWL-77714-70,26,18307.01,CEX,4
113,6768,2025-04-25,PQX-59844-04,12,9401.19,CEX,4
111,6533,2025-04-25,ORZ-56803-77,19,7431.53,EFE,4
