codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
102,8884,2025-04-24,NXM-72273-96,1,567.82,EFE,4
101,6541,2025-04-24,YZK-06087-98,45,21812.9,CEX,4
104,3292,2025-04-24,SZJ-76414-24,19,8071.5,EFE,4
123,9618,2025-04-24,LEK-96807-82,16,4823.92,EFE,4
123,7633,2025-04-24,GET-58791-09,9,5938.5,EFE,4
123,6779,2025-04-24,HGA-86693-42,22,14866.52,CEX,4
119,3158,2025-04-24,FHG-40571-57,21,10403.91,CEX,4
104,9968,2025-04-24,BWL-77714-70,32,11722.98,EFE,4
107,4107,2025-04-24,PQX-59844-04,23,9505.04,CEX,4
103,9774,2025-04-24,ORZ-56803-77,3,2011.63,CEX,4
