codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
116,1802,2025-04-22,NXM-72273-96,10,3894.52,EFE,4
124,5751,2025-04-22,YZK-06087-98,20,10438.28,EFE,4
124,2170,2025-04-22,SZJ-76414-24,18,11829.42,CEX,4
114,9111,2025-04-22,LEK-96807-82,1,331.35,EFE,4
116,1793,2025-04-22,GET-58791-09,47,20706.1,CEX,4
112,7658,2025-04-22,HGA-86693-42,33,17706.38,CEX,4
123,8397,2025-04-22,FHG-40571-57,38,18007.87,EFE,4
114,4087,2025-04-22,BWL-77714-70,37,13839.18,CEX,4
123,3190,2025-04-22,PQX-59844-04,47,34978.76,CEX,4
108,7779,2025-04-22,ORZ-56803-77,14,7142.1,CEX,4
