codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
107,4944,2025-05-15,NXM-72273-96,18,8774.02,EFE,4
101,6639,2025-05-15,YZK-06087-98,21,9963.04,CEX,4
107,1349,2025-05-15,SZJ-76414-24,1,321.74,EFE,4
107,5958,2025-05-15,LEK-96807-82,22,7719.46,EFE,4
117,1877,2025-05-15,GET-58791-09,14,6268.78,CEX,4
123,2420,2025-05-15,HGA-86693-42,34,9523.58,CEX,4
123,3705,2025-05-15,FHG-40571-57,34,11454.92,CEX,4
114,6962,2025-05-15,BWL-77714-70,3,1903.68,CEX,4
117,7508,2025-05-15,PQX-59844-04,25,8883.54,CEX,4
121,9247,2025-05-15,ORZ-56803-77,29,12039.04,EFE,4
