codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
101,4694,2025-05-31,NXM-72273-96,24,8803.55,EFE,4
117,3798,2025-05-31,YZK-06087-98,1,451.48,CEX,4
111,5506,2025-05-31,SZJ-76414-24,37,21893.93,EFE,4
115,7989,2025-05-31,LEK-96807-82,9,4131.87,EFE,4
120,5155,2025-05-31,GET-58791-09,11,7533.62,CEX,4
105,6185,2025-05-31,HGA-86693-42,22,16342.03,CEX,4
111,1519,2025-05-31,FHG-40571-57,8,3658.28,EFE,4
109,6617,2025-05-31,BWL-77714-70,24,18491.96,EFE,4
103,5298,2025-05-31,PQX-59844-04,29,9417.83,CEX,4
123,2060,2025-05-31,ORZ-56803-77,9,4461.37,CEX,4
