codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
120,1500,2025-04-19,NXM-72273-96,6,3212.52,CEX,4
111,5448,2025-04-19,YZK-06087-98,0,0.0,EFE,4
108,2392,2025-04-19,SZJ-76414-24,9,4258.55,CEX,4
122,5298,2025-04-19,LEK-96807-82,21,9269.32,EFE,4
108,6069,2025-04-19,GET-58791-09,22,11053.18,EFE,4
113,6976,2025-04-19,HGA-86693-42,36,15365.14,CEX,4
103,2533,2025-04-19,FHG-40571-57,20,6921.55,EFE,4
101,8317,2025-04-19,BWL-77714-70,38,10922.38,EFE,4
114,4578,2025-04-19,PQX-59844-04,26,18278.86,CEX,4
123,8427,2025-04-19,ORZ-56803-77,36,15658.39,CEX,4
