codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
102,4248,2025-05-26,NXM-72273-96,25,13185.89,EFE,4
117,5953,2025-05-26,YZK-06087-98,10,5973.22,EFE,4
125,4762,2025-05-26,SZJ-76414-24,11,5099.91,EFE,4
119,6366,2025-05-26,LEK-96807-82,21,7881.22,EFE,4
113,7809,2025-05-26,GET-58791-09,45,22451.41,CEX,4
110,9679,2025-05-26,HGA-86693-42,27,18026.61,EFE,4
107,7446,2025-05-26,FHG-40571-57,10,7504.09,CEX,4
123,4257,2025-05-26,BWL-77714-70,8,2604.91,CEX,4
106,4683,2025-05-26,PQX-59844-04,19,12892.92,CEX,4
117,4349,2025-05-26,ORZ-56803-77,7,3763.34,CEX,4
