codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
119,1268,2025-04-26,NXM-72273-96,22,9106.3,CEX,4
102,3678,2025-04-26,YZK-06087-98,37,25783.58,EFE,4
114,6859,2025-04-26,SZJ-76414-24,22,14304.81,EFE,4
115,4977,2025-04-26,LEK-96807-82,9,3603.95,EFE,4
119,3012,2025-04-26,GET-58791-09,8,4362.46,CEX,4
110,3566,2025-04-26,HGA-86693-42,21,6141.46,CEX,4
119,1116,2025-04-26,FHG-40571-57,34,23628.9,CEX,4
118,7338,2025-04-26,BWL-77714-70,46,20259.93,CEX,4
103,1641,2025-04-26,PQX-59844-04,10,6775.89,CEX,4
111,1399,2025-04-26,ORZ-56803-77,26,15883.43,EFE,4
