codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
108,9549,2025-05-14,NXM-72273-96,8,2641.89,CEX,4
120,5609,2025-05-14,YZK-06087-98,40,27730.83,EFE,4
118,4520,2025-05-14,SZJ-76414-24,14,10336.0,CEX,4
120,5499,2025-05-14,LEK-96807-82,11,6180.07,CEX,4
111,5112,2025-05-14,GET-58791-09,41,12494.53,CEX,4
101,4397,2025-05-14,HGA-86693-42,45,17097.33,CEX,4
102,7731,2025-05-14,FHG-40571-57,2,1465.1,EFE,4
105,2248,2025-05-14,BWL-77714-70,40,16457.12,EFE,4
111,7158,2025-05-14,PQX-59844-04,18,12621.51,EFE,4
120,4036,2025-05-14,ORZ-56803-77,28,11133.21,CEX,4
