codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
112,1581,2025-05-20,NXM-72273-96,5,2701.51,EFE,4
118,2524,2025-05-20,YZK-06087-98,2,1243.44,CEX,4
123,8413,2025-05-20,SZJ-76414-24,14,4518.23,CEX,4
108,6482,2025-05-20,LEK-96807-82,14,6175.57,EFE,4
114,2588,2025-05-20,GET-58791-09,18,13378.62,CEX,4
103,8068,2025-05-20,HGA-86693-42,5,2422.73,CEX,4
122,9388,2025-05-20,FHG-40571-57,27,12697.8,CEX,4
110,2461,2025-05-20,BWL-77714-70,12,8675.38,EFE,4
119,4141,2025-05-20,PQX-59844-04,47,22951.43,CEX,4
109,8473,2025-05-20,ORZ-56803-77,10,4055.71,CEX,4
