codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
102,7252,2025-05-30,NXM-72273-96,3,1241.6,EFE,4
109,3147,2025-05-30,YZK-06087-98,0,0.0,EFE,4
112,1348,2025-05-30,SZJ-76414-24,36,10668.91,CEX,4
122,4110,2025-05-30,LEK-96807-82,33,9198.63,EFE,4
110,7336,2025-05-30,GET-58791-09,21,14766.49,EFE,4
104,3755,2025-05-30,HGA-86693-42,0,0.0,CEX,4
107,2040,2025-05-30,FHG-40571-57,7,4331.96,EFE,4
109,8674,2025-05-30,BWL-77714-70,39,15860.9,EFE,4
111,3798,2025-05-30,PQX-59844-04,34,15237.39,EFE,4
105,3305,2025-05-30,ORZ-56803-77,22,12472.42,EFE,4
