codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
112,4665,2025-06-02,NXM-72273-96,32,10864.47,CEX,4
117,3986,2025-06-02,YZK-06087-98,29,17274.49,EFE,4
104,6770,2025-06-02,SZJ-76414-24,28,11963.57,CEX,4
118,1363,2025-06-02,LEK-96807-82,37,21783.23,CEX,4
105,4542,2025-06-02,GET-58791-09,27,12964.93,CEX,4
114,6223,2025-06-02,HGA-86693-42,4,1882.24,EFE,4
107,8814,2025-06-02,FHG-40571-57,8,4951.63,EFE,4
119,1085,2025-06-02,BWL-77714-70,26,12849.83,EFE,4
108,5888,2025-06-02,PQX-59844-04,8,3588.42,CEX,4
115,2129,2025-06-02,ORZ-56803-77,2,928.39,CEX,4
