codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
115,4293,2025-04-30,NXM-72273-96,27,19967.98,CEX,4
101,4672,2025-04-30,YZK-06087-98,9,4439.49,CEX,4
113,8946,2025-04-30,SZJ-76414-24,31,13877.94,CEX,4
122,8708,2025-04-30,LEK-96807-82,26,17310.29,EFE,4
114,1838,2025-04-30,GET-58791-09,11,6701.31,CEX,4
105,6851,2025-04-30,HGA-86693-42,30,11985.72,EFE,4
121,8828,2025-04-30,FHG-40571-57,19,11292.02,CEX,4
120,9192,2025-04-30,BWL-77714-70,13,8113.83,EFE,4
107,6466,2025-04-30,PQX-59844-04,34,11412.64,EFE,4
111,6011,2025-04-30,ORZ-56803-77,27,11974.86,CEX,4
